phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://typescript.robertdevore.com/lessons/conditional-types/,https://www.typescriptlang.org/docs/handbook/utility-types.html,utility types,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/utility-types.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/conditional-types/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/conditional-types/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://www.typescriptlang.org/docs/handbook/2/functions.html,More on functions,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/functions.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,unknown and never,HTML anchor,200,https://www.typescriptlang.org/docs/handbook/2/narrowing.html,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/lessons/any-unknown-never-void/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/reference/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/reference/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/404/,https://robertdevore.com,Robert DeVore,HTML anchor,200,https://robertdevore.com,not captured; final URL only,reachable,,
after,https://typescript.robertdevore.com/404/,https://github.com/robertdevore/typescript.robertdevore.com,Source code,HTML anchor,200,https://github.com/robertdevore/typescript.robertdevore.com,not captured; final URL only,reachable,,
